"name","city","country","country_code","iata","icao","latitude","longitude","altitude","apid","uid","timezone","dst","tz_id","type","source","airport_id","x","y","elevation","tz_database_timezone"
Goroka Airport,Goroka,Papua New Guinea,,GKA,AYGA,-6.081689834590001,145.391998291,5282,3,,10.0,U,,airport,OurAirports,1,,,,Pacific/Port_Moresby
Madang Airport,Madang,Papua New Guinea,,MAG,AYMD,-5.20707988739,145.789001465,20,4,,10.0,U,,airport,OurAirports,2,,,,Pacific/Port_Moresby
Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,,HGU,AYMH,-5.826789855957031,144.29600524902344,5388,5,,10.0,U,,airport,OurAirports,3,,,,Pacific/Port_Moresby
Nadzab Airport,Nadzab,Papua New Guinea,,LAE,AYNZ,-6.569803,146.725977,239,6,,10.0,U,,airport,OurAirports,4,,,,Pacific/Port_Moresby
Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,,POM,AYPY,-9.443380355834961,147.22000122070312,146,7,,10.0,U,,airport,OurAirports,5,,,,Pacific/Port_Moresby
Wewak International Airport,Wewak,Papua New Guinea,,WWK,AYWK,-3.58383011818,143.669006348,19,8,,10.0,U,,airport,OurAirports,6,,,,Pacific/Port_Moresby
Narsarsuaq Airport,Narssarssuaq,Greenland,,UAK,BGBW,61.1604995728,-45.4259986877,112,9,,-3.0,E,,airport,OurAirports,7,,,,America/Godthab
Godthaab / Nuuk Airport,Godthaab,Greenland,,GOH,BGGH,64.19090271,-51.6781005859,283,10,,-3.0,E,,airport,OurAirports,8,,,,America/Godthab
Kangerlussuaq Airport,Sondrestrom,Greenland,,SFJ,BGSF,67.0122218992,-50.7116031647,165,11,,-3.0,E,,airport,OurAirports,9,,,,America/Godthab
Thule Air Base,Thule,Greenland,,THU,BGTL,76.5311965942,-68.7032012939,251,12,,-4.0,E,,airport,OurAirports,10,,,,America/Thule
Akureyri Airport,Akureyri,Iceland,,AEY,BIAR,65.66000366210938,-18.07270050048828,6,13,,0.0,N,,airport,OurAirports,11,,,,Atlantic/Reykjavik
Egilsstaðir Airport,Egilsstadir,Iceland,,EGS,BIEG,65.2833023071289,-14.401399612426758,76,14,,0.0,N,,airport,OurAirports,12,,,,Atlantic/Reykjavik
Hornafjörður Airport,Hofn,Iceland,,HFN,BIHN,64.295601,-15.2272,24,15,,0.0,N,,airport,OurAirports,13,,,,Atlantic/Reykjavik
Húsavík Airport,Husavik,Iceland,,HZK,BIHU,65.952301,-17.426001,48,16,,0.0,N,,airport,OurAirports,14,,,,Atlantic/Reykjavik
Ísafjörður Airport,Isafjordur,Iceland,,IFJ,BIIS,66.05809783935547,-23.135299682617188,8,17,,0.0,N,,airport,OurAirports,15,,,,Atlantic/Reykjavik
Keflavik International Airport,Keflavik,Iceland,,KEF,BIKF,63.985000610352,-22.605600357056,171,18,,0.0,N,,airport,OurAirports,16,,,,Atlantic/Reykjavik
Patreksfjörður Airport,Patreksfjordur,Iceland,,PFJ,BIPA,65.555801,-23.965,11,19,,0.0,N,,airport,OurAirports,17,,,,Atlantic/Reykjavik
Reykjavik Airport,Reykjavik,Iceland,,RKV,BIRK,64.1299972534,-21.9405994415,48,20,,0.0,N,,airport,OurAirports,18,,,,Atlantic/Reykjavik
Siglufjörður Airport,Siglufjordur,Iceland,,SIJ,BISI,66.133301,-18.9167,10,21,,0.0,N,,airport,OurAirports,19,,,,Atlantic/Reykjavik
Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,,VEY,BIVM,63.42430114746094,-20.278900146484375,326,22,,0.0,N,,airport,OurAirports,20,,,,Atlantic/Reykjavik
Sault Ste Marie Airport,Sault Sainte Marie,Canada,,YAM,CYAM,46.48500061035156,-84.5093994140625,630,23,,-5.0,A,,airport,OurAirports,21,,,,America/Toronto
Winnipeg / St. Andrews Airport,Winnipeg,Canada,,"",CYAV,50.0564002991,-97.03250122070001,760,24,,-6.0,A,,airport,OurAirports,22,,,,America/Winnipeg
Halifax / CFB Shearwater Heliport,Halifax,Canada,,"",CYAW,44.639702,-63.499401,144,25,,-4.0,A,,airport,OurAirports,23,,,,America/Halifax
St. Anthony Airport,St. Anthony,Canada,,YAY,CYAY,51.3918991089,-56.083099365200006,108,26,,-3.5,A,,airport,OurAirports,24,,,,America/St_Johns
Tofino / Long Beach Airport,Tofino,Canada,,YAZ,CYAZ,49.079833,-125.775583,80,27,,-8.0,A,,airport,OurAirports,25,,,,America/Vancouver
Kugaaruk Airport,Pelly Bay,Canada,,YBB,CYBB,68.534401,-89.808098,56,28,,-7.0,A,,airport,OurAirports,26,,,,America/Edmonton
Baie Comeau Airport,Baie Comeau,Canada,,YBC,CYBC,49.13249969482422,-68.20439910888672,71,29,,-5.0,A,,airport,OurAirports,27,,,,America/Toronto
CFB Bagotville,Bagotville,Canada,,YBG,CYBG,48.33060073852539,-70.99639892578125,522,30,,-5.0,A,,airport,OurAirports,28,,,,America/Toronto
Baker Lake Airport,Baker Lake,Canada,,YBK,CYBK,64.29889678960001,-96.077796936,59,31,,-6.0,A,,airport,OurAirports,29,,,,America/Winnipeg
Campbell River Airport,Campbell River,Canada,,YBL,CYBL,49.950801849365234,-125.27100372314453,346,32,,-8.0,A,,airport,OurAirports,30,,,,America/Vancouver
Brandon Municipal Airport,Brandon,Canada,,YBR,CYBR,49.91,-99.951897,1343,33,,-6.0,A,,airport,OurAirports,31,,,,America/Winnipeg
Cambridge Bay Airport,Cambridge Bay,Canada,,YCB,CYCB,69.1081008911,-105.138000488,90,34,,-7.0,A,,airport,OurAirports,32,,,,America/Edmonton
Nanaimo Airport,Nanaimo,Canada,,YCD,CYCD,49.054970224899996,-123.869862556,92,35,,-8.0,A,,airport,OurAirports,33,,,,America/Vancouver
Castlegar/West Kootenay Regional Airport,Castlegar,Canada,,YCG,CYCG,49.2963981628,-117.632003784,1624,36,,-8.0,A,,airport,OurAirports,34,,,,America/Vancouver
Miramichi Airport,Chatham,Canada,,YCH,CYCH,47.007801,-65.449203,108,37,,-4.0,A,,airport,OurAirports,35,,,,America/Halifax
Charlo Airport,Charlo,Canada,,YCL,CYCL,47.990799,-66.330299,132,38,,-4.0,A,,airport,OurAirports,36,,,,America/Halifax
Kugluktuk Airport,Coppermine,Canada,,YCO,CYCO,67.816704,-115.143997,74,39,,-7.0,A,,airport,OurAirports,37,,,,America/Edmonton
Coronation Airport,Coronation,Canada,,YCT,CYCT,52.0750007629,-111.444999695,2595,40,,-7.0,A,,airport,OurAirports,38,,,,America/Edmonton
Chilliwack Airport,Chilliwack,Canada,,YCW,CYCW,49.1528015137,-121.939002991,32,41,,-8.0,A,,airport,OurAirports,39,,,,America/Vancouver
Clyde River Airport,Clyde River,Canada,,YCY,CYCY,70.4860992432,-68.5167007446,87,42,,-5.0,A,,airport,OurAirports,40,,,,America/Toronto
Coral Harbour Airport,Coral Harbour,Canada,,YZS,CYZS,64.1932983398,-83.3593978882,210,43,,-5.0,A,,airport,OurAirports,41,,,,America/Coral_Harbour
Dawson City Airport,Dawson,Canada,,YDA,CYDA,64.04309844970703,-139.1280059814453,1215,44,,-8.0,A,,airport,OurAirports,42,,,,America/Vancouver
Burwash Airport,Burwash,Canada,,YDB,CYDB,61.37110137939453,-139.04100036621094,2647,45,,-8.0,A,,airport,OurAirports,43,,,,America/Vancouver
Princeton Airport,Princeton,Canada,,"",CYDC,49.4681015015,-120.511001587,2298,46,,-8.0,A,,airport,OurAirports,44,,,,America/Vancouver
Deer Lake Airport,Deer Lake,Canada,,YDF,CYDF,49.21080017089844,-57.39139938354492,72,47,,-3.5,A,,airport,OurAirports,45,,,,America/St_Johns
Dease Lake Airport,Dease Lake,Canada,,YDL,CYDL,58.4221992493,-130.031997681,2600,48,,-8.0,A,,airport,OurAirports,46,,,,America/Vancouver
Dauphin Barker Airport,Dauphin,Canada,,YDN,CYDN,51.100799560546875,-100.052001953125,999,49,,-6.0,A,,airport,OurAirports,47,,,,America/Winnipeg
Matagami Airport,Matagami,Canada,,YNM,CYNM,49.76169967651367,-77.80280303955078,918,98,,-5.0,A,,airport,OurAirports,96,,,,America/Toronto
Dawson Creek Airport,Dawson Creek,Canada,,YDQ,CYDQ,55.7422981262207,-120.18299865722656,2148,50,,-7.0,A,,airport,OurAirports,48,,,,America/Dawson_Creek
Edmonton International Airport,Edmonton,Canada,,YEG,CYEG,53.309700012200004,-113.580001831,2373,51,,-7.0,A,,airport,OurAirports,49,,,,America/Edmonton
Arviat Airport,Eskimo Point,Canada,,YEK,CYEK,61.0942001343,-94.07080078119999,32,52,,-6.0,A,,airport,OurAirports,50,,,,America/Winnipeg
Estevan Airport,Estevan,Canada,,YEN,CYEN,49.2103004456,-102.966003418,1905,53,,-6.0,N,,airport,OurAirports,51,,,,America/Regina
Edson Airport,Edson,Canada,,YET,CYET,53.578899383499994,-116.464996338,3043,54,,-7.0,A,,airport,OurAirports,52,,,,America/Edmonton
Eureka Airport,Eureka,Canada,,YEU,CYEU,79.9946975708,-85.814201355,256,55,,-6.0,A,,airport,OurAirports,53,,,,America/Winnipeg
Inuvik Mike Zubko Airport,Inuvik,Canada,,YEV,CYEV,68.30419921880001,-133.483001709,224,56,,-7.0,A,,airport,OurAirports,54,,,,America/Edmonton
Iqaluit Airport,Iqaluit,Canada,,YFB,CYFB,63.756402,-68.555801,110,57,,-5.0,A,,airport,OurAirports,55,,,,America/Toronto
Fredericton Airport,Fredericton,Canada,,YFC,CYFC,45.868900299072266,-66.53720092773438,68,58,,-4.0,A,,airport,OurAirports,56,,,,America/Halifax
Forestville Airport,Forestville,Canada,,YFE,CYFE,48.74610137939453,-69.09719848632812,293,59,,-5.0,A,,airport,OurAirports,57,,,,America/Toronto
Flin Flon Airport,Flin Flon,Canada,,YFO,CYFO,54.6781005859375,-101.68199920654297,997,60,,-6.0,A,,airport,OurAirports,58,,,,America/Winnipeg
Fort Resolution Airport,Fort Resolution,Canada,,YFR,CYFR,61.1808013916,-113.690002441,526,61,,-7.0,A,,airport,OurAirports,59,,,,America/Edmonton
Fort Simpson Airport,Fort Simpson,Canada,,YFS,CYFS,61.76020050048828,-121.23699951171875,555,62,,-7.0,A,,airport,OurAirports,60,,,,America/Edmonton
Kingston Norman Rogers Airport,Kingston,Canada,,YGK,CYGK,44.22529983520508,-76.5969009399414,305,63,,-5.0,A,,airport,OurAirports,61,,,,America/Toronto
La Grande Rivière Airport,La Grande Riviere,Canada,,YGL,CYGL,53.625301361083984,-77.7042007446289,639,64,,-5.0,A,,airport,OurAirports,62,,,,America/Toronto
Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,,YGP,CYGP,48.7752990723,-64.4785995483,112,65,,-5.0,A,,airport,OurAirports,63,,,,America/Toronto
Geraldton Greenstone Regional Airport,Geraldton,Canada,,YGQ,CYGQ,49.77830123901367,-86.93939971923828,1144,66,,-5.0,A,,airport,OurAirports,64,,,,America/Toronto
Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,,YGR,CYGR,47.42470169067383,-61.778099060058594,35,67,,-5.0,A,,airport,OurAirports,65,,,,America/Toronto
Hudson Bay Airport,Hudson Bay,Canada,,YHB,CYHB,52.8166999817,-102.310997009,1175,68,,-6.0,N,,airport,OurAirports,66,,,,America/Regina
Dryden Regional Airport,Dryden,Canada,,YHD,CYHD,49.831699,-92.744202,1354,69,,-6.0,A,,airport,OurAirports,67,,,,America/Winnipeg
Ulukhaktok Holman Airport,Holman Island,Canada,,YHI,CYHI,70.76280212402344,-117.80599975585938,117,70,,-7.0,A,,airport,OurAirports,68,,,,America/Edmonton
Gjoa Haven Airport,Gjoa Haven,Canada,,YHK,CYHK,68.635597229,-95.84970092770001,152,71,,-7.0,A,,airport,OurAirports,69,,,,America/Edmonton
John C. Munro Hamilton International Airport,Hamilton,Canada,,YHM,CYHM,43.173599243199995,-79.93499755859999,780,72,,-5.0,A,,airport,OurAirports,70,,,,America/Toronto
Montréal / Saint-Hubert Airport,Montreal,Canada,,YHU,CYHU,45.5175018311,-73.4169006348,90,73,,-5.0,A,,airport,OurAirports,71,,,,America/Toronto
Hay River / Merlyn Carter Airport,Hay River,Canada,,YHY,CYHY,60.8396987915,-115.782997131,541,74,,-7.0,A,,airport,OurAirports,72,,,,America/Edmonton
Halifax / Stanfield International Airport,Halifax,Canada,,YHZ,CYHZ,44.8807983398,-63.5085983276,477,75,,-4.0,A,,airport,OurAirports,73,,,,America/Halifax
Atikokan Municipal Airport,Atikokan,Canada,,YIB,CYIB,48.7738990784,-91.6386032104,1408,76,,-5.0,A,,airport,OurAirports,74,,,,America/Coral_Harbour
Pond Inlet Airport,Pond Inlet,Canada,,YIO,CYIO,72.6832962036,-77.9666976929,181,77,,-5.0,A,,airport,OurAirports,75,,,,America/Toronto
St Jean Airport,St. Jean,Canada,,YJN,CYJN,45.29439926147461,-73.28109741210938,136,78,,-5.0,A,,airport,OurAirports,76,,,,America/Toronto
Stephenville Airport,Stephenville,Canada,,YJT,CYJT,48.5442008972168,-58.54999923706055,84,79,,-3.5,A,,airport,OurAirports,77,,,,America/St_Johns
Kamloops Airport,Kamloops,Canada,,YKA,CYKA,50.7022018433,-120.444000244,1133,80,,-8.0,A,,airport,OurAirports,78,,,,America/Vancouver
Waterloo Airport,Waterloo,Canada,,YKF,CYKF,43.460800170899994,-80.3786010742,1055,81,,-5.0,A,,airport,OurAirports,79,,,,America/Toronto
Schefferville Airport,Schefferville,Canada,,YKL,CYKL,54.805301666259766,-66.8052978515625,1709,82,,-5.0,A,,airport,OurAirports,80,,,,America/Toronto
Kindersley Airport,Kindersley,Canada,,YKY,CYKY,51.5175018311,-109.180999756,2277,83,,-6.0,N,,airport,OurAirports,81,,,,America/Regina
Buttonville Municipal Airport,Toronto,Canada,,YKZ,CYKZ,43.86220169067383,-79.37000274658203,650,84,,-5.0,A,,airport,OurAirports,82,,,,America/Toronto
Chapleau Airport,Chapleau,Canada,,YLD,CYLD,47.81999969482422,-83.3467025756836,1470,85,,-5.0,A,,airport,OurAirports,83,,,,America/Toronto
Meadow Lake Airport,Meadow Lake,Canada,,YLJ,CYLJ,54.125301361083984,-108.52300262451172,1576,86,,-6.0,N,,airport,OurAirports,84,,,,America/Regina
Lloydminster Airport,Lloydminster,Canada,,YLL,CYLL,53.309200286865234,-110.072998046875,2193,87,,-7.0,A,,airport,OurAirports,85,,,,America/Edmonton
Alert Airport,Alert,Canada,,YLT,CYLT,82.51779937740001,-62.2806015015,100,88,,-5.0,A,,airport,OurAirports,86,,,,America/Toronto
Kelowna International Airport,Kelowna,Canada,,YLW,CYLW,49.9561004639,-119.377998352,1421,89,,-8.0,A,,airport,OurAirports,87,,,,America/Vancouver
Mayo Airport,Mayo,Canada,,YMA,CYMA,63.61640167236328,-135.8679962158203,1653,90,,-8.0,A,,airport,OurAirports,88,,,,America/Vancouver
Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,,YMJ,CYMJ,50.330299377441406,-105.55899810791016,1892,91,,-6.0,N,,airport,OurAirports,89,,,,America/Regina
Fort McMurray Airport,Fort Mcmurray,Canada,,YMM,CYMM,56.653301239,-111.222000122,1211,92,,-7.0,A,,airport,OurAirports,90,,,,America/Edmonton
Moosonee Airport,Moosonee,Canada,,YMO,CYMO,51.291099548339844,-80.60780334472656,30,93,,-5.0,A,,airport,OurAirports,91,,,,America/Toronto
Maniwaki Airport,Maniwaki,Canada,,YMW,CYMW,46.2728004456,-75.9906005859,656,94,,-5.0,A,,airport,OurAirports,92,,,,America/Toronto
Montreal International (Mirabel) Airport,Montreal,Canada,,YMX,CYMX,45.679501,-74.038696,270,95,,-5.0,A,,airport,OurAirports,93,,,,America/Toronto
Natashquan Airport,Natashquan,Canada,,YNA,CYNA,50.189998626708984,-61.78919982910156,39,96,,-5.0,A,,airport,OurAirports,94,,,,America/Toronto
Ottawa / Gatineau Airport,Gatineau,Canada,,YND,CYND,45.521701812699995,-75.5635986328,211,97,,-5.0,A,,airport,OurAirports,95,,,,America/Toronto
Old Crow Airport,Old Crow,Canada,,YOC,CYOC,67.57060241699219,-139.83900451660156,824,99,,-8.0,A,,airport,OurAirports,97,,,,America/Vancouver
CFB Cold Lake,Cold Lake,Canada,,YOD,CYOD,54.404998779296875,-110.27899932861328,1775,100,,-7.0,A,,airport,OurAirports,98,,,,America/Edmonton
High Level Airport,High Level,Canada,,YOJ,CYOJ,58.62139892578125,-117.16500091552734,1110,101,,-7.0,A,,airport,OurAirports,99,,,,America/Edmonton
Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,,YOW,CYOW,45.3224983215332,-75.66919708251953,374,102,,-5.0,A,,airport,OurAirports,100,,,,America/Toronto
Prince Albert Glass Field,Prince Albert,Canada,,YPA,CYPA,53.214199066199996,-105.672996521,1405,103,,-6.0,N,,airport,OurAirports,101,,,,America/Regina
Peace River Airport,Peace River,Canada,,YPE,CYPE,56.226898,-117.446999,1873,104,,-7.0,A,,airport,OurAirports,102,,,,America/Edmonton
Southport Airport,Portage-la-prairie,Canada,,YPG,CYPG,49.903099,-98.273817,885,105,,-6.0,A,,airport,OurAirports,103,,,,America/Winnipeg
Pitt Meadows Airport,Pitt Meadows,Canada,,"",CYPK,49.21609878540039,-122.70999908447266,11,106,,-8.0,A,,airport,OurAirports,104,,,,America/Vancouver
Pickle Lake Airport,Pickle Lake,Canada,,YPL,CYPL,51.4463996887207,-90.21420288085938,1267,107,,-5.0,A,,airport,OurAirports,105,,,,America/Coral_Harbour
Port Menier Airport,Port Menier,Canada,,YPN,CYPN,49.83639907836914,-64.2885971069336,167,108,,-5.0,A,,airport,OurAirports,106,,,,America/Toronto
Peterborough Airport,Peterborough,Canada,,YPQ,CYPQ,44.22999954223633,-78.36329650878906,628,109,,-5.0,A,,airport,OurAirports,107,,,,America/Toronto
Prince Rupert Airport,Prince Pupert,Canada,,YPR,CYPR,54.286098480199996,-130.445007324,116,110,,-8.0,A,,airport,OurAirports,108,,,,America/Vancouver
Fort Chipewyan Airport,Fort Chipewyan,Canada,,YPY,CYPY,58.7672004699707,-111.11699676513672,761,111,,-7.0,A,,airport,OurAirports,109,,,,America/Edmonton
Muskoka Airport,Muskoka,Canada,,YQA,CYQA,44.974700927734375,-79.30329895019531,925,112,,-5.0,A,,airport,OurAirports,110,,,,America/Toronto
Quebec Jean Lesage International Airport,Quebec,Canada,,YQB,CYQB,46.7911,-71.393303,244,113,,-5.0,A,,airport,OurAirports,111,,,,America/Toronto
Red Deer Regional Airport,Red Deer Industrial,Canada,,YQF,CYQF,52.18220138549805,-113.89399719238281,2968,114,,-7.0,A,,airport,OurAirports,112,,,,America/Edmonton
Windsor Airport,Windsor,Canada,,YQG,CYQG,42.27560043334961,-82.95559692382812,622,115,,-5.0,A,,airport,OurAirports,113,,,,America/Toronto
Watson Lake Airport,Watson Lake,Canada,,YQH,CYQH,60.11640167236328,-128.82200622558594,2255,116,,-8.0,A,,airport,OurAirports,114,,,,America/Vancouver
Kenora Airport,Kenora,Canada,,YQK,CYQK,49.788299560546875,-94.36309814453125,1332,117,,-6.0,A,,airport,OurAirports,115,,,,America/Winnipeg
Lethbridge County Airport,Lethbridge,Canada,,YQL,CYQL,49.6302986145,-112.800003052,3048,118,,-7.0,A,,airport,OurAirports,116,,,,America/Edmonton
Greater Moncton International Airport,Moncton,Canada,,YQM,CYQM,46.11220169067383,-64.67859649658203,232,119,,-4.0,A,,airport,OurAirports,117,,,,America/Halifax
Comox Airport,Comox,Canada,,YQQ,CYQQ,49.71080017089844,-124.88700103759766,84,120,,-8.0,A,,airport,OurAirports,119,,,,America/Vancouver
Regina International Airport,Regina,Canada,,YQR,CYQR,50.43190002441406,-104.66600036621094,1894,121,,-6.0,N,,airport,OurAirports,120,,,,America/Regina
Thunder Bay Airport,Thunder Bay,Canada,,YQT,CYQT,48.37189865112305,-89.32389831542969,653,122,,-5.0,A,,airport,OurAirports,121,,,,America/Toronto
Grande Prairie Airport,Grande Prairie,Canada,,YQU,CYQU,55.1796989441,-118.885002136,2195,123,,-7.0,A,,airport,OurAirports,122,,,,America/Edmonton
Yorkton Municipal Airport,Yorkton,Canada,,YQV,CYQV,51.26470184326172,-102.46199798583984,1635,124,,-6.0,N,,airport,OurAirports,123,,,,America/Regina
North Battleford Airport,North Battleford,Canada,,YQW,CYQW,52.76919937133789,-108.24400329589844,1799,125,,-6.0,N,,airport,OurAirports,124,,,,America/Regina
Gander International Airport,Gander,Canada,,YQX,CYQX,48.9369010925293,-54.56809997558594,496,126,,-3.5,A,,airport,OurAirports,125,,,,America/St_Johns
Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,,YQY,CYQY,46.1614,-60.047798,203,127,,-4.0,A,,airport,OurAirports,126,,,,America/Halifax
Quesnel Airport,Quesnel,Canada,,YQZ,CYQZ,53.026100158691406,-122.51000213623047,1789,128,,-8.0,A,,airport,OurAirports,127,,,,America/Vancouver
Resolute Bay Airport,Resolute,Canada,,YRB,CYRB,74.7169036865,-94.9693984985,215,129,,-6.0,A,,airport,OurAirports,128,,,,America/Winnipeg
Rivière-du-Loup Airport,Riviere Du Loup,Canada,,YRI,CYRI,47.764400482177734,-69.58470153808594,427,130,,-5.0,A,,airport,OurAirports,129,,,,America/Toronto
Roberval Airport,Roberval,Canada,,YRJ,CYRJ,48.52000045776367,-72.2656021118164,586,131,,-5.0,A,,airport,OurAirports,130,,,,America/Toronto
Rocky Mountain House Airport,Rocky Mountain House,Canada,,YRM,CYRM,52.4296989441,-114.903999329,3244,132,,-7.0,A,,airport,OurAirports,131,,,,America/Edmonton
Rankin Inlet Airport,Rankin Inlet,Canada,,YRT,CYRT,62.8114013672,-92.1157989502,94,133,,-6.0,A,,airport,OurAirports,132,,,,America/Winnipeg
Sudbury Airport,Sudbury,Canada,,YSB,CYSB,46.625,-80.79889678955078,1141,134,,-5.0,A,,airport,OurAirports,133,,,,America/Toronto
Sherbrooke Airport,Sherbrooke,Canada,,YSC,CYSC,45.4385986328125,-71.69139862060547,792,135,,-5.0,A,,airport,OurAirports,134,,,,America/Toronto
Saint John Airport,St. John,Canada,,YSJ,CYSJ,45.31610107421875,-65.89029693603516,357,136,,-4.0,A,,airport,OurAirports,135,,,,America/Halifax
Fort Smith Airport,Fort Smith,Canada,,YSM,CYSM,60.020301818847656,-111.96199798583984,671,137,,-7.0,A,,airport,OurAirports,136,,,,America/Edmonton
Nanisivik Airport,Nanisivik,Canada,,YSR,CYSR,72.982201,-84.613602,2106,138,,-5.0,A,,airport,OurAirports,137,,,,America/Toronto
Summerside Airport,Summerside,Canada,,YSU,CYSU,46.44060134887695,-63.83359909057617,56,139,,-4.0,A,,airport,OurAirports,138,,,,America/Halifax
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,,YSY,CYSY,71.9938964844,-125.242996216,282,140,,-7.0,A,,airport,OurAirports,139,,,,America/Edmonton
Cape Dorset Airport,Cape Dorset,Canada,,YTE,CYTE,64.2300033569,-76.5267028809,164,141,,-5.0,A,,airport,OurAirports,140,,,,America/Toronto
Thompson Airport,Thompson,Canada,,YTH,CYTH,55.80110168457031,-97.86419677734375,729,142,,-6.0,A,,airport,OurAirports,141,,,,America/Winnipeg
CFB Trenton,Trenton,Canada,,YTR,CYTR,44.118900299072266,-77.5280990600586,283,143,,-5.0,A,,airport,OurAirports,142,,,,America/Toronto
Timmins/Victor M. Power,Timmins,Canada,,YTS,CYTS,48.569698333699996,-81.376701355,967,144,,-5.0,A,,airport,OurAirports,143,,,,America/Toronto
Billy Bishop Toronto City Centre Airport,Toronto,Canada,,YTZ,CYTZ,43.627499,-79.396202,252,145,,-5.0,A,,airport,OurAirports,144,,,,America/Toronto
Tuktoyaktuk Airport,Tuktoyaktuk,Canada,,YUB,CYUB,69.43329620361328,-133.0260009765625,15,146,,-7.0,A,,airport,OurAirports,145,,,,America/Edmonton
Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,,YUL,CYUL,45.4706001282,-73.7407989502,118,147,,-5.0,A,,airport,OurAirports,146,,,,America/Toronto
Repulse Bay Airport,Repulse Bay,Canada,,YUT,CYUT,66.5214004517,-86.22470092770001,80,148,,-6.0,A,,airport,OurAirports,147,,,,America/Winnipeg
Hall Beach Airport,Hall Beach,Canada,,YUX,CYUX,68.77610015869999,-81.2425,30,149,,-5.0,A,,airport,OurAirports,148,,,,America/Toronto
Rouyn Noranda Airport,Rouyn,Canada,,YUY,CYUY,48.20610046386719,-78.83560180664062,988,150,,-5.0,A,,airport,OurAirports,149,,,,America/Toronto
La Ronge Airport,La Ronge,Canada,,YVC,CYVC,55.151401519800004,-105.262001038,1242,151,,-6.0,N,,airport,OurAirports,150,,,,America/Regina
Vermilion Airport,Vermillion,Canada,,YVG,CYVG,53.355800628699996,-110.823997498,2025,152,,-7.0,A,,airport,OurAirports,151,,,,America/Edmonton
Qikiqtarjuaq Airport,Broughton Island,Canada,,YVM,CYVM,67.5457992554,-64.03140258789999,21,153,,-5.0,A,,airport,OurAirports,152,,,,America/Toronto
Val-d'Or Airport,Val D'or,Canada,,YVO,CYVO,48.0532989502,-77.7827987671,1107,154,,-5.0,A,,airport,OurAirports,153,,,,America/Toronto
Kuujjuaq Airport,Quujjuaq,Canada,,YVP,CYVP,58.096099853515625,-68.4269027709961,129,155,,-5.0,A,,airport,OurAirports,154,,,,America/Toronto
Norman Wells Airport,Norman Wells,Canada,,YVQ,CYVQ,65.28160095214844,-126.7979965209961,238,156,,-7.0,A,,airport,OurAirports,155,,,,America/Edmonton
Vancouver International Airport,Vancouver,Canada,,YVR,CYVR,49.193901062,-123.183998108,14,157,,-8.0,A,,airport,OurAirports,156,,,,America/Vancouver
Buffalo Narrows Airport,Buffalo Narrows,Canada,,YVT,CYVT,55.8418998718,-108.417999268,1423,158,,-6.0,N,,airport,OurAirports,157,,,,America/Regina
Wiarton Airport,Wiarton,Canada,,YVV,CYVV,44.7458,-81.107201,729,159,,-5.0,A,,airport,OurAirports,158,,,,America/Toronto
Petawawa Airport,Petawawa,Canada,,YWA,CYWA,45.95220184326172,-77.31919860839844,427,160,,-5.0,A,,airport,OurAirports,159,,,,America/Toronto
Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,,YWG,CYWG,49.909999847399995,-97.2398986816,783,161,,-6.0,A,,airport,OurAirports,160,,,,America/Winnipeg
Wabush Airport,Wabush,Canada,,YWK,CYWK,52.92190170288086,-66.8644027709961,1808,162,,-4.0,A,,airport,OurAirports,161,,,,America/Halifax
Williams Lake Airport,Williams Lake,Canada,,YWL,CYWL,52.1831016541,-122.054000854,3085,163,,-8.0,A,,airport,OurAirports,162,,,,America/Vancouver
Wrigley Airport,Wrigley,Canada,,YWY,CYWY,63.20940017700195,-123.43699645996094,489,164,,-7.0,A,,airport,OurAirports,163,,,,America/Edmonton
Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,,YXC,CYXC,49.610801696777,-115.78199768066,3082,165,,-7.0,A,,airport,OurAirports,164,,,,America/Edmonton
Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,,YXD,CYXD,53.5724983215,-113.521003723,2202,166,,-7.0,A,,airport,OurAirports,165,,,,America/Edmonton
Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,,YXE,CYXE,52.170799255371094,-106.69999694824219,1653,167,,-6.0,N,,airport,OurAirports,166,,,,America/Regina
Medicine Hat Airport,Medicine Hat,Canada,,YXH,CYXH,50.01890182495117,-110.72100067138672,2352,168,,-7.0,A,,airport,OurAirports,167,,,,America/Edmonton
Fort St John Airport,Fort Saint John,Canada,,YXJ,CYXJ,56.23809814453125,-120.73999786376953,2280,169,,-7.0,A,,airport,OurAirports,168,,,,America/Dawson_Creek
