"name","city","country","country_code","iata","icao","latitude","longitude","altitude","apid","uid","timezone","dst","tz_id","type","source","airport_id","x","y","elevation","tz_database_timezone"
Suwałki Airport,Suwalki,Poland,,"",EPSU,54.07279968261719,22.899200439453125,581,12013,,2.0,U,,airport,OurAirports,13453,,,,""
Srr Ahmadu Bello International Airport,Birnin Kebbi,Nigeria,,"",DNBK,12.480556,4.369445,775,12014,,1.0,N,,airport,OurAirports,13454,,,,""
Sir Abubakar Tafawa Balewa International Airport,Bauchi,Nigeria,,BCU,DNBC,10.482833,9.744,1965,12015,,1.0,N,,airport,OurAirports,13455,,,,""
Gombe Lawanti International Airport,Gombe,Nigeria,,GMO,DNGO,10.298333333299999,10.896388888899999,1590,12016,,1.0,N,,airport,OurAirports,13456,,,,""
Dutse International Airport,Dutse,Nigeria,,"",DNDS,11.795168,9.311667,1365,12017,,1.0,N,,airport,OurAirports,13457,,,,""
Jalingo Airport,Jalingo,Nigeria,,"",DNJA,8.900587,11.27946,685,12018,,1.0,N,,airport,OurAirports,13458,,,,""
Adado Airport,Adado,Somalia,,AAD,"",6.095833,46.6375,1001,12019,,3.0,N,,"","",13459,,,,""
Kolda North Airport,Kolda,Senegal,,KDA,GODK,12.898500442504883,-14.968099594116211,33,12020,,0.0,N,,airport,OurAirports,13460,,,,""
Guriel Airport,Guriel,Somalia,,GUO,"",5.3176,45.9856,1000,12021,,3.0,N,,"","",13461,,,,""
Ed Daein Airport,Ed Daein,Sudan,,ADV,"",11.403611,26.119167,1476,12022,,2.0,N,,"","",13462,,,,""
King Mswati III International Airport,Manzini,Swaziland,,SHO,FDSK,-26.358611,31.716944,1092,12023,,2.0,N,,airport,OurAirports,13463,,,,""
Rubondo Airstrip,Rubondo Island,Tanzania,,"","",-2.3,31.85,3730,12024,,3.0,N,,"","",13464,,,,""
Kilwa Masoko Airport,Kilwa Masoko,Tanzania,,KIY,HTKI,-8.91123,39.508619,50,12025,,3.0,U,,airport,OurAirports,13465,,,,""
West Kilimanjaro Airport,Kilimanjaro,Tanzania,,"",HTWK,-3.049999952316284,37.0,4300,12026,,3.0,N,,airport,OurAirports,13466,,,,""
Moshi Airport,Moshi,Tanzania,,QSI,HTMS,-3.3633298873901367,37.326900482177734,2801,12027,,3.0,N,,airport,OurAirports,13467,,,,""
Mansa Airport,Mansa,Zambia,,MNS,FLMA,-11.13700008392334,28.872600555419922,4101,12028,,2.0,N,,airport,OurAirports,13468,,,,""
Ghazni Airport,Ghazni,Afghanistan,,GZI,OAGN,33.5312004089,68.412902832,7150,12029,,4.5,N,,airport,OurAirports,13469,,,,""
Baicheng Chang'an Airport,Baicheng,China,,DBC,ZYBA,45.505278,123.019722,480,12030,,8.0,N,,airport,OurAirports,13470,,,,""
Longnan Chengzhou Airport,Longnan,China,,LNL,ZLLN,33.788,105.797,3707,12031,,8.0,N,,airport,OurAirports,13471,,,,""
Shangrao Sanqingshan Airport,Shangrao,China,,SQD,ZSSR,28.3797,117.9643,340,12032,,8.0,N,,airport,OurAirports,13472,,,,""
Songyuan Chaganhu Airport,Songyuan,China,,YSQ,ZYSQ,44.938114,124.550178,459,12033,,8.0,N,,airport,OurAirports,13473,,,,""
Jiansanjiang Airport,Jiansanjiang,China,,JSJ,ZYJS,47.11,132.660278,0,12034,,8.0,N,,airport,OurAirports,13474,,,,""
Shihezi Huayuan Airport,Shihezi,China,,SHF,ZWHZ,44.241667,85.891111,2000,12035,,8.0,N,,"","",13475,,,,""
Zunyi Maotai Airport,Zunyi,China,,WMT,ZUMT,27.81638,106.33268,4068,12036,,8.0,N,,airport,OurAirports,13476,,,,""
Libo Airport,Libo,China,,LLB,ZULB,25.4525,107.961667,0,12037,,8.0,N,,airport,OurAirports,13477,,,,""
Chengde Puning Airport,Chengde,China,,CDE,ZBCD,41.1225,118.073889,0,12038,,8.0,N,,airport,OurAirports,13478,,,,""
Wudalianchi Dedu Airport,Wudalianchi,China,,DTU,ZYDU,48.445,126.133,984,12039,,8.0,N,,airport,OurAirports,13479,,,,""
Ejin Banner-Taolai Airport,Ejin Banner,China,,EJN,ZBEN,42.0155,101.0005,3077,12040,,8.0,N,,airport,OurAirports,13480,,,,""
Alxa Right Banner Badanjilin Airport,Alxa Right Banner,China,,RHT,ZBAR,39.225,101.546,4659,12041,,8.0,N,,airport,OurAirports,13481,,,,""
Holingol Huolinhe Airport,Holingol,China,,HUO,ZBHZ,45.487222,119.407222,0,12042,,8.0,N,,airport,OurAirports,13482,,,,""
Golog Maqin Airport,Golog,China,,GMQ,ZLGL,34.418066,100.301144,12426,12043,,8.0,N,,airport,OurAirports,13483,,,,""
INS Baaz,Campbell Bay,India,,"","",7.011111,93.922222,5,12044,,5.5,N,,"","",13484,,,,""
Yeerqiang Airport,Yarkant,China,,QSZ,ZWSC,38.281055,77.075192,4232,12045,,8.0,N,,airport,OurAirports,13485,,,,""
Jagdalpur Airport,Jagdalpur,India,,JGB,"",19.074444,82.036944,1822,12046,,5.5,N,,"","",13486,,,,""
Tezu Airport,Tezu,India,,TEI,VETJ,27.9412002563,96.1343994141,800,12047,,5.5,N,,airport,OurAirports,13487,,,,""
Cangyuan Washan Airport,Cangyuan,China,,CWJ,ZPCW,23.273889,99.373611,0,12048,,8.0,N,,airport,OurAirports,13488,,,,""
Lancang Jingmai Airport,Lancang Lahu,China,,JMJ,ZPJM,22.415833,99.786389,0,12049,,8.0,N,,airport,OurAirports,13489,,,,""
Ninglang Luguhu Airport,Ninglang,China,,NLH,ZPNL,27.5403,100.7593,10804,12050,,8.0,N,,airport,OurAirports,13490,,,,""
Pimenta Bueno Airport,Pimenta Bueno,Brazil,,PBQ,SWPM,-11.641599655151367,-61.179100036621094,682,12051,,-4.0,S,,airport,OurAirports,13491,,,,""
Ariquemes Airport,ARIQUEMES,Brazil,,"",SJOG,-9.884721755981445,-63.04888916015625,530,12052,,-4.0,S,,airport,OurAirports,13492,,,,""
Fazenda Spartacus Airport,COLNIZA,Brazil,,"",SIXZ,-24.0,-48.608333587646484,2346,12053,,-4.0,S,,airport,OurAirports,13493,,,,""
Xinzhou Wutaishan Airport,Xinzhou,China,,WUT,ZBXZ,38.597456,112.969173,2527,12054,,8.0,N,,airport,OurAirports,13494,,,,""
Chengjisihan Airport,Zhalantun,China,,NZL,ZBZL,47.865833,122.767503,928,12056,,8.0,N,,airport,OurAirports,13496,,,,""
Fazenda Mequens Airport,ALTA FLORESTA D'OESTE,Brazil,,"",SJTF,-13.061944007873535,-62.25749969482422,552,12057,,-4.0,S,,airport,OurAirports,13497,,,,""
Prainha Airport,APUI,Brazil,,"",SWYN,-7.17287015914917,-59.839599609375,197,12058,,-4.0,S,,airport,OurAirports,13498,,,,""
Mostardas Airport,SANTO ANTONIO DO MATUPI,Brazil,,"",SSMT,-31.103599548339844,-50.910301208496094,59,12059,,-4.0,S,,airport,OurAirports,13499,,,,""
Santo Domingo Airport,CONSELVAN,Brazil,,"",SCSN,-33.65639877319336,-71.6144027709961,246,12060,,-4.0,S,,airport,OurAirports,13500,,,,""
Bathinda Airport,Bathinda,India,,"",VBAT,30.27,74.755556,662,12061,,5.5,N,,"","",13501,,,,""
Adampur Airport,Adampur,India,,AIP,VIAX,31.4338,75.758797,775,12062,,5.5,N,,airport,OurAirports,13502,,,,""
Mundra Airport,Mundra,India,,"",VAMA,22.834167,69.764444,17,12063,,5.5,N,,"","",13503,,,,""
MLN,MLN,Algeria,,"","",30.2006,7.4948,215,12064,,-1.0,N,,"","",13504,,,,""
Lechang East Railway Station,Lechang,China,,"","",25.1161,113.3903,103,12065,,8.0,N,,"","",13505,,,,""
Qinhuangdao Railway Station,Qinhuangdao,China,,"","",39.9649,119.592,5,12066,,8.0,N,,"","",13506,,,,""
Shenyang North Railway Station,Shenyang,China,,"","",41.8196,123.4358,7,12067,,8.0,N,,"","",13507,,,,""
Detroit Metro. Airport North Transit Center,Detroit,United States,,"","",42.22534,-83.347031,632,12068,,-5.0,A,,"","",13508,,,,""
Vumbura Airstrip,Vumbura,Botswana,,"","",-18.955771,22.814827,3200,12069,,2.0,N,,"","",13509,,,,""
AEROPORTO DE CEREJEIRAS,CEREJEIRAS ,Brazil,,"",SFCR,-13.1830555556,-60.839444444,920,12070,,-4.0,S,,"","",13510,,,,""
Vijayanagar Aerodrome (JSW),Toranagallu,India,,VDY,VOJV,15.1749666667,76.6349472222,1670,12071,,5.5,N,,airport,OurAirports,13511,,,,""
Jalgaon Airport,Jalgaon,India,,JLG,VAJL,20.961944,75.626667,840,12072,,5.5,N,,"","",13512,,,,""
Shirdi Airport,Shirdi,India,,SAG,VASD,19.688611,74.378889,1926,12073,,5.5,N,,airport,OurAirports,13513,,,,""
Jeypore Airport,Jeypore,India,,PYB,VEJP,18.8799991607666,82.552001953125,1952,12074,,5.5,N,,airport,OurAirports,13514,,,,""
Savitri Jindal Airport,Angul,India,,"",VEAL,20.910556,85.035278,624,12075,,5.5,N,,"","",13515,,,,""
Pakyong Airport,Gangtok,India,,"",VEPY,27.227778,88.586944,4590,12076,,5.5,N,,"","",13516,,,,""
Neyveli Airport,Neyveli,India,,NVY,VONY,11.613611,79.526389,210,12077,,5.5,N,,"","",13517,,,,""
Atung Bungsu Airport,Pagar Alam,Indonesia,,PXA,"",-4.0225,103.379167,500,12078,,7.0,N,,"","",13518,,,,""
Kertajati International Airport,Majalengka,Indonesia,,KJT,WICA,-6.669167,108.191111,300,12079,,7.0,N,,"","",13519,,,,""
Trunojoyo Airport,Sumenep,Indonesia,,SUP,WART,-7.0242,113.89023,10,12080,,7.0,N,,airport,OurAirports,13520,,,,""
Lasondre Airport,Batu Islands,Indonesia,,"",WIMO,-0.01924,98.30097,30,12081,,7.0,N,,airport,OurAirports,13521,,,,""
Syekh Hamzah Fansyuri Airport,Singkil,Indonesia,,"","",2.269444,97.968056,0,12082,,7.0,N,,"","",13522,,,,""
Letung Airport,Jamaja Island,Indonesia,,LMU,WIDL,2.964167,105.754444,33,12083,,7.0,N,,"","",13523,,,,""
Takengon Rembele Airport,Takengon,Indonesia,,TXE,WITK,4.720833,96.849444,4298,12084,,7.0,N,,"","",13524,,,,""
Rokot Airport,Sipora,Indonesia,,RKO,WIBR,-2.0991199016571045,99.70069885253906,1,12085,,7.0,N,,airport,OurAirports,13525,,,,""
Pusako Anak Nagari Airport,Simpang Ampek,Indonesia,,"","",0.076556,99.784722,120,12086,,7.0,N,,"","",13526,,,,""
Silampari Airport,Lubuklinggau,Indonesia,,"",WIPB,-3.28,102.917222,375,12087,,7.0,N,,"","",13527,,,,""
Alas Leuser Airport,Kutacane,Indonesia,,"",WILD,3.392,97.864,13,12088,,7.0,N,,"","",13528,,,,""
Pasir Pangaraan Airport,Pasir Pangaraian,Indonesia,,PPR,WIDE,0.8454310297966003,100.37000274658203,151,12089,,7.0,N,,airport,OurAirports,13529,,,,""
Sei Bati Airport,Tanjung Balai Karimun,Indonesia,,TJB,WIBT,1.0527,103.3931,33,12090,,7.0,N,,airport,OurAirports,13530,,,,""
Tempuling Airport,Tembilahan,Indonesia,,"","",-0.420667,102.992194,55,12091,,7.0,N,,"","",13531,,,,""
Departi Parbo Airport,Kerinci Regency,Indonesia,,KRC,WIPH,-2.093,101.4683,2600,12092,,7.0,N,,airport,OurAirports,13532,,,,""
Miangas Airport,Miangas,Indonesia,,MKF,"",5.562222,126.581389,5,12093,,8.0,N,,"","",13533,,,,""
Buli Airport,Buli,Indonesia,,WUB,WAME,0.88104,128.29403,5,12094,,9.0,N,,"","",13534,,,,""
Namrole Airport,Buru Island,Indonesia,,NRE,WAPG,-3.8548,126.7012,31,12095,,9.0,N,,airport,OurAirports,13535,,,,""
Gewayantana Airport,Larantuka,Indonesia,,LKA,WATL,-8.274544,123.002328,30,12096,,8.0,N,,"","",13536,,,,""
David Constantijn Saudale Airport,Rote Ndao Regency,Indonesia,,RTI,WATR,-10.766964,123.074957,463,12097,,8.0,N,,"","",13537,,,,""
Namlea Airport,Namlea,Indonesia,,NAM,WAPR,-3.235569953918457,127.0999984741211,41,12098,,9.0,N,,airport,OurAirports,13538,,,,""
Jos Orno Imsula Airport,Tiakur,Indonesia,,JIO,"",-8.140556,127.907222,13,12099,,9.0,N,,"","",13539,,,,""
Rar Gwamar Airport,Dobo,Indonesia,,DOB,WAPD,-5.7722201347399995,134.212005615,61,12100,,9.0,N,,airport,OurAirports,13540,,,,""
Gamar Malamo Airport,Galela,Indonesia,,GLX,WAEG,1.837222,127.785556,15,12101,,9.0,N,,"","",13541,,,,""
Oesman Sadik Airport,Labuha,Indonesia,,LAH,WAEL,-0.637344,127.50075,7,12102,,9.0,N,,"","",13542,,,,""
Emalamo Sanana Airport,Sanana,Indonesia,,SQN,WAPN,-2.080509901046753,125.96700286865234,39,12103,,9.0,N,,airport,OurAirports,13543,,,,""
Ayawasi Airport,Ayawasi,Indonesia,,AYW,WASA,-1.1593,132.4633,1560,12104,,9.0,N,,airport,OurAirports,13544,,,,""
Bunyu Airport,Bunyu,Indonesia,,BYQ,WALV,3.45571994781,117.866996765,118,12105,,8.0,N,,airport,OurAirports,13545,,,,""
Buol Airport,Buol,Indonesia,,UOL,WAMY,1.1027,121.4141,27,12106,,8.0,N,,airport,OurAirports,13546,,,,""
Bua Airport,Palopo,Indonesia,,LLO,WAFD,-3.084722,120.245278,13,12107,,8.0,N,,"","",13547,,,,""
Sugimanuru Airport,Raha,Indonesia,,RAQ,WAWR,-4.760557,122.569371,132,12108,,8.0,N,,airport,OurAirports,13548,,,,""
Matahora Airport,Wangi-wangi,Indonesia,,WNI,WAWD,-5.316667,123.583333,0,12109,,8.0,N,,"","",13549,,,,""
Jask Airport,Jask,Iran,,JSK,OIZJ,25.653601,57.799301,19,12110,,3.5,E,,airport,OurAirports,13550,,,,""
Frankfort Dow Memorial Field,Frankfort,United States,,"",KFKS,44.62519836425781,-86.20079803466797,633,12111,,-5.0,A,,airport,OurAirports,13551,,,,""
Cheboygan County Airport,Cheboygan,United States,,"",KSLH,45.65370178,-84.51930237,639,12112,,-5.0,A,,airport,OurAirports,13552,,,,""
Kozushima Airport,Kozushima,Japan,,"",RJAZ,34.189998626699996,139.134002686,452,12113,,9.0,N,,airport,OurAirports,13553,,,,""
Creve Coeur Airport,Creve Coeur,United States,,"1H0","",38.726667,-90.508333,463,12114,,-6.0,A,,"","",13554,,,,""
Logan,Boston,United States,,"","",-71.006389,42.363056,20,12115,,-5.0,U,,"","",13555,,,,""
Dyce Railway Station,Dyce,United Kingdom,,"","",57.2056,-2.1926,198,12116,,0.0,E,,"","",13556,,,,""
Dundee Railway Station,Dundee,United Kingdom,,ZDU,"",56.4566,-2.971,22,12117,,0.0,E,,"","",13557,,,,""
Keith Railway Station,Keith,United Kingdom,,"","",57.551267,-2.954158,360,12118,,0.0,E,,"","",13558,,,,""
Elgin Railway Station,Elgin,United Kingdom,,"","",57.642905,-3.311241,48,12119,,0.0,E,,"","",13559,,,,""
Perth Railway Station,Perth,United Kingdom,,"","",56.392097,-3.439698,43,12120,,0.0,E,,"","",13560,,,,""
Kazarman Airport,Kazarman,Kyrgyzstan,,"",UAFZ,41.4102908129,74.044418335,4298,12121,,6.0,N,,airport,OurAirports,13561,,,,""
Kerben Airport,Kerben,Kyrgyzstan,,"",UAFE,41.484500885,71.7337036133,4199,12122,,6.0,N,,airport,OurAirports,13562,,,,""
Aviemore Railway Station,Aviemore,United Kingdom,,"","",57.1886,-3.8288,703,12123,,0.0,E,,"","",13563,,,,""
Naryn Airport,Naryn,Kyrgyzstan,,"",UAFN,41.44150161739999,76.13059997559999,6998,12124,,6.0,N,,airport,OurAirports,13564,,,,""
Karakol International Airport,Karakol,Kyrgyzstan,,КПЖ,UCFP,42.508056,78.407778,5590,12125,,6.0,N,,"","",13565,,,,""
Sayaboury Airport,Sainyabuli,Laos,,ZBY,VLSB,19.2436,101.7093,962,12126,,7.0,N,,airport,OurAirports,13566,,,,""
Gahcho Kue Mine,Gahcho Kue,Canada,,GHK,"",63.4353,-109.1447,1429,12127,,-6.0,A,,"","",13567,,,,""
Victor Mine,Victor Mine,Canada,,CMV,"",52.832,-83.924,291,12128,,-5.0,A,,"","",13568,,,,""
Ovoot Airport,Ovoot Tolgoi,Mongolia,,"",ZMGT,43.026389,101.336111,5171,12129,,8.0,N,,"","",13569,,,,""
Khanbumbat Airport,Khanbogd,Mongolia,,"",ZMKB,43.134722,106.846389,3924,12130,,8.0,N,,"","",13570,,,,""
Tavan Tolgoi Airport,Tsogttsetsii,Mongolia,,"",ZMTT,43.773611,105.578889,3500,12131,,8.0,N,,"","",13571,,,,""
Baglung Airport,Baglung,Nepal,,BGL,VNBL,28.212799072265625,83.66629791259766,3320,12132,,5.75,N,,airport,OurAirports,13572,,,,""
Rajbiraj Airport,Rajbiraj,Nepal,,RJB,VNRB,26.510066,86.733902,250,12133,,5.45,N,,airport,OurAirports,13573,,,,""
Rukum Salle Airport,Musikot Khalanga,Nepal,,"",VNSL,28.637222,82.449444,5184,12134,,5.75,N,,"","",13574,,,,""
Duqm International Airport,Duqm,Oman,,DQM,OODQ,19.501944,57.634167,364,12135,,4.0,N,,airport,OurAirports,13575,,,,""
Mukhaizna Airport,Mukhaizna,Oman,,UKH,OOMK,19.39,56.397778,479,12136,,4.0,N,,"","",13576,,,,""
Bay,Misty Fjords,United States,,"","",55.608396,-130.704524,0,12137,,-9.0,A,,"","",13577,,,,""
Inverkeithing Railway Station,Inverkeithing,United Kingdom,,"","",56.034679,-3.396188,75,12138,,0.0,E,,"","",13578,,,,""
Kirkcaldy Railway Station,Kirkcaldy,United Kingdom,,"","",56.112061,-3.167024,112,12139,,0.0,E,,"","",13579,,,,""
Palanan Community Airport,Palanan,Philippines,,"",RPLN,17.065667,122.427671,52,12140,,8.0,N,,airport,OurAirports,13580,,,,""
Itbayat Airport,Itbayat,Philippines,,"",RPLT,20.722521,121.809969,328,12141,,8.0,N,,airport,OurAirports,13581,,,,""
San Vicente Airport,San Vicente,Philippines,,SWL,RPSV,10.525,119.273889,200,12142,,8.0,N,,"","",13582,,,,""
Catbalogan Airport,Catbalogan City,Philippines,,"",RPVY,11.81,124.83,0,12143,,8.0,N,,airport,OurAirports,13583,,,,""
Maasin Airport,Maasin,Philippines,,"",RPSM,10.187299728393555,124.78199768066406,328,12144,,8.0,N,,airport,OurAirports,13584,,,,""
Isolatorweg Metro Station,Amsterdam,Netherlands,,"","",52.395278,4.850556,7,12145,,1.0,E,,"","",13585,,,,""
Dalwhinnie Railway Station,Dalwhinnie,United Kingdom,,"","",56.935163,-4.246194,1185,12146,,0.0,E,,"","",13586,,,,""
Arbroath Railway Station,Arbroath,United Kingdom,,"","",56.5594,-2.5892,36,12147,,0.0,E,,"","",13587,,,,""
Edinburgh Park Railway Station,Edinburgh,United Kingdom,,"","",55.9276,-3.3077,168,12148,,0.0,E,,"","",13588,,,,""
Edinburgh Airport Tram Station,Edinburgh,United Kingdom,,"","",55.947992,-3.36113,102,12149,,0.0,E,,"","",13589,,,,""
Princes Street Tram Station,Edinburgh,United Kingdom,,"","",55.951808,-3.197813,221,12150,,0.0,E,,"","",13590,,,,""
South Gyle Station,Edinburgh,United Kingdom,,"","",55.951808,-3.197813,223,12151,,0.0,E,,"","",13591,,,,""
Bantayan Airport,Bantayan,Philippines,,"",RPSB,11.1624,123.7848,60,12152,,8.0,N,,airport,OurAirports,13592,,,,""
Biliran Airport,Biliran,Philippines,,"",RPVQ,11.5159178299,124.428985119,0,12153,,8.0,N,,airport,OurAirports,13593,,,,""
Sipalay Airport,Sipalay,Philippines,,SIL,"",9.7925,122.451667,50,12154,,8.0,N,,"","",13594,,,,""
Fazenda Várzea Funda Airport,PRIMAVERA D'OESTE,Brazil,,"",SIEL,-16.58361053466797,-57.73222351074219,709,12155,,-4.0,S,,airport,OurAirports,13595,,,,""
Luiz Eduardo Magalhaes Airport,CAMPO VERDE,Brazil,,"",SDLZ,-15.52972222,-55.14027777778,2533,12156,,-4.0,S,,"","",13596,,,,""
Primavera do Leste Airport,PRIMAVERA DO LESTE,Brazil,,"",SWPY,-15.565555572509766,-54.33777618408203,2149,12157,,-4.0,S,,airport,OurAirports,13597,,,,""
Croker Island Airport,Croker Island,Australia,,CKI,YCKI,-11.164999961853027,132.48300170898438,16,12158,,9.5,N,,airport,OurAirports,13598,,,,""
The Granites Airport,The Granites,Australia,,"",YTGT,-20.54829978942871,130.3470001220703,0,12159,,9.5,N,,airport,OurAirports,13599,,,,""
Barimunya Airport,Barimunya,Australia,,BYP,YBRY,-22.673900604248,119.16600036621,2082,12160,,8.0,N,,airport,OurAirports,13600,,,,""
Laucala Island Airport,Laucala,Fiji,,LUC,NFNH,-16.74810028076172,-179.66700744628906,10,12161,,12.0,U,,airport,OurAirports,13601,,,,""
Yasawa Island Airport,Yasawa Island,Fiji,,YAS,NFSW,-16.758899688720703,177.5449981689453,37,12162,,12.0,Z,,airport,OurAirports,13602,,,,""
Edinburgh Gateway Station,Edinburgh,United Kingdom,,"","",55.941,-3.32,157,12163,,0.0,E,,"","",13603,,,,""
Dalmeny Railway Station,Dalmeny,United Kingdom,,"","",55.986317,-3.381621,161,12164,,0.0,E,,"","",13604,,,,""
North Queens Ferry Station,North Queens Ferry,United Kingdom,,"","",56.012498,-3.394584,155,12165,,0.0,E,,"","",13605,,,,""
North Shore Aerodrome,North Shore,New Zealand,,"",NZNE,-36.656700134277344,174.65499877929688,210,12166,,12.0,Z,,airport,OurAirports,13606,,,,""
John C Tune Airport,Nashville,United States,,"",KJWN,36.18239974975586,-86.88670349121094,495,12167,,-5.0,A,,airport,OurAirports,13607,,,,""
Okiwi Station Airport,Okiwi,New Zealand,,"",NZOX,-36.146400451660156,175.41900634765625,10,12168,,12.0,Z,,airport,OurAirports,13608,,,,""
Waiheke Reeve Airport,Waiheke Island,New Zealand,,WIK,NZKE,-36.80889892578125,175.08599853515625,226,12169,,12.0,Z,,airport,OurAirports,13609,,,,""
Karamea Airport,Karamea,New Zealand,,"",NZKM,-41.236698150634766,172.10499572753906,30,12170,,12.0,Z,,airport,OurAirports,13610,,,,""
LKH Villach,Villach,Austria,,"","",46.616,13.855,1644,12172,,2.0,E,,"","",13612,,,,""
Cologne Bonn Airport Station,Cologne,Germany,,"","",50.878889,7.119444,191,12173,,1.0,E,,"","",13613,,,,""
Koln Frankfurter Strasse Station,Cologne,Germany,,"","",50.9156,7.0528,163,12174,,1.0,E,,"","",13614,,,,""
Koln Trimbornstrasse Station,Cologne,Germany,,"","",50.93565,6.99728,177,12175,,1.0,E,,"","",13615,,,,""
Bitterfeld Station,Bitterfeld,Germany,,"","",51.623889,12.315833,261,12176,,1.0,E,,"","",13616,,,,""
Rimatara roadstead,Rimatara,French Polynesia,,RIM,"",-22.634,-152.809,0,12177,,-10.0,U,,"","",13617,,,,""
Rurutu port,Rurutu,French Polynesia,,RRT,"",-22.449522,-151.341522,0,12178,,-10.0,U,,"","",13618,,,,""
Rapa Iti port,Rapa Iti,French Polynesia,,RPA,"",-27.613575,-144.321034,0,12179,,-10.0,U,,"","",13619,,,,""
Tristan da Cunha,Tristan da Cunha,United Kingdom,,"","",-37.064254,-12.313161,0,12180,,0.0,U,,"","",13620,,,,""
Jastarnia Airport,Jastarnia,Poland,,"",EPJA,54.71028137207031,18.645280838012695,3,12181,,2.0,E,,airport,OurAirports,13621,,,,""
Nop Goliat Airport,Dekai,Indonesia,,DEX,WAVD,-4.8557,139.482006,198,12182,,9.0,N,,airport,OurAirports,13622,,,,""
Napuka Island Airport,Napuka,French Polynesia,,NAU,NTGN,-14.176799774169922,-141.26699829101562,7,12183,,-10.0,N,,airport,OurAirports,13623,,,,""
Faaite Airport,Faaite,French Polynesia,,FAC,NTKF,-16.68670082092285,-145.32899475097656,7,12184,,-10.0,N,,airport,OurAirports,13624,,,,""
Nukutavake Airport,Nukutavake,French Polynesia,,NUK,NTGW,-19.28499984741211,-138.77200317382812,17,12185,,-10.0,N,,airport,OurAirports,13625,,,,""
Vahitahi Airport,Vahitahi,French Polynesia,,VHZ,NTUV,-18.780000686645508,-138.85299682617188,9,12186,,-10.0,N,,airport,OurAirports,13626,,,,""
Hikueru Atoll Airport,Hikueru,French Polynesia,,HHZ,NTGH,-17.544700622558594,-142.61399841308594,5,12187,,-10.0,N,,airport,OurAirports,13627,,,,""
Raroia Airport,Raroia,French Polynesia,,RRR,NTKO,-16.045,-142.476944,18,12188,,-10.0,N,,airport,OurAirports,13628,,,,""
Kauehi Airport,Kauehi,French Polynesia,,KHZ,NTKA,-15.780799865722656,-145.12399291992188,13,12189,,-10.0,N,,airport,OurAirports,13629,,,,""
Tatakoto Airport,Tatakoto,French Polynesia,,TKV,NTGO,-17.355300903320312,-138.44500732421875,12,12190,,-10.0,N,,airport,OurAirports,13630,,,,""
Sasereme Airport,Sasereme,Papua New Guinea,,TDS,AYSS,-7.6217,142.868,121,12191,,10.0,N,,airport,OurAirports,13631,,,,""
Tanah Merah Airport,Boven Digoel,Indonesia,,TMH,WAKT,-6.099219799041748,140.29800415039062,57,12192,,9.0,N,,airport,OurAirports,13632,,,,""
North Sea,North Cormorant,United Kingdom,,"",CON1,61.1,1.07,0,12193,,0.0,U,,"","",13633,,,,""
Kantishna Airport,Kantishna,United States,,"5Z5","",63.541667,-150.993889,1575,12194,,-9.0,A,,"","",13634,,,,""
Denali Airport,McKinley Park,United States,,"",AK06,63.64509963989258,-148.79800415039062,2050,12195,,-9.0,A,,airport,OurAirports,13635,,,,""
Comte. Rolim Adolfo Amaro–Jundiaí State Airport,Jundiai,Brazil,,"",SBJD,-23.180369,-46.944408,2484,12196,,-3.0,S,,airport,OurAirports,13636,,,,""
Coal Creek,Coal Creek,United States,,L20,"",65.311336,-143.135452,850,12197,,-1.0,A,,"","",13637,,,,""
Roma Termini,Rome,Italy,,"",ROMT,41.9004811137748,12.5020006853333,189,12198,,1.0,E,,"","",13638,,,,""
Yambio,Yambio,South Sudan,,"","",4.5898,28.0362,55,12199,,-2.0,U,,"","",13639,,,,""
North Conway Station,North Conway Village,United States,,"","",44.051877,-71.12873,531,12200,,-4.0,A,,"","",13640,,,,""
Bartlett Rail Yard,Bartlett,United States,,"","",44.076866,-71.286939,673,12201,,-4.0,A,,"","",13641,,,,""
Potomac Airpark,Berkeley Springs,United States,,"",KW35,39.69260025024414,-78.16609954833984,412,12202,,-5.0,A,,airport,OurAirports,13642,,,,""
Helisul IV Heliport,Foz Do Iguacu,Brazil,,"",SSHS,-25.613056182861328,-54.39805603027344,676,12203,,-3.0,N,,airport,OurAirports,13643,,,,""
Toshima,Toshima,Japan,,"","",34.530612,139.273453,50,12204,,9.0,U,,"","",13644,,,,""
Gemlik Seaport,Gemlik ,Turkey,,GEM,TRGE,40.431667,29.156111,10,12205,,3.0,U,,"","",13645,,,,""
Sossusvlei Lodge,Hardap,Namibia,,"",FYSU,-24.48945,15.81525,2500,12206,,2.0,U,,"","",13646,,,,""
Brits Airport,Brits,South Africa,,"",FABS,-25.53230094909668,27.77589988708496,3756,12207,,2.0,U,,airport,OurAirports,13647,,,,""
West Melton Aerodrome,West Melton,New Zealand,,"",NZWL,-43.47669982910156,172.39700317382812,312,12208,,12.0,Z,,airport,OurAirports,13648,,,,""
Rangiora Airfield,Rangiora,New Zealand,,"",NZRT,-43.290000915527344,172.54200744628906,180,12209,,12.0,U,,airport,OurAirports,13649,,,,""
Basel-Mulhouse,Bale-Mulhouse-Freiburg,France,,MLH,"",47.59001,7.5291667,885,12210,,2.0,E,,"","",13650,,,,""
Halic Seaport,Istanbul,Turkey,,"",LTB1,41.035406,28.949062,10,12211,,3.0,U,,"","",13651,,,,""
